Notes,Cancer Sites,Cancer Sites Code,Sex,Sex Code,Year,Year Code,Region,Region Code,State,State Code,Count
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,Rhode Island,44,101
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,Vermont,50,83
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,New Jersey,34,855
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,New York,36,1747
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,Pennsylvania,42,1396
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Illinois,17,1095
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Indiana,18,522
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Michigan,26,889
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Ohio,39,1151
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Wisconsin,55,592
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Iowa,19,369
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Kansas,20,310
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Minnesota,27,705
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Missouri,29,483
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,Nebraska,31,179
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,North Dakota,38,70
,Melanoma of the Skin,25010,Female,F,2011,2011,Midwest,CENS-R2,South Dakota,46,95
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Delaware,10,131
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,District of Columbia,11,23
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Florida,12,2052
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Georgia,13,941
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Maryland,24,523
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,North Carolina,37,955
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,South Carolina,45,429
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Virginia,51,690
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,West Virginia,54,209
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Alabama,1,418
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Kentucky,21,502
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Mississippi,28,238
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Tennessee,47,601
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Arkansas,5,232
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Louisiana,22,259
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Oklahoma,40,275
,Melanoma of the Skin,25010,Female,F,2011,2011,South,CENS-R3,Texas,48,1428
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Arizona,4,521
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Colorado,8,464
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Idaho,16,181
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Montana,30,111
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Nevada,32,153
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,New Mexico,35,135
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Utah,49,327
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Wyoming,56,47
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Alaska,2,43
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,California,6,3092
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Hawaii,15,113
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Oregon,41,566
,Melanoma of the Skin,25010,Female,F,2011,2011,West,CENS-R4,Washington,53,871
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,Connecticut,9,352
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,Maine,23,185
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,Massachusetts,25,718
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,New Hampshire,33,174
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,Rhode Island,44,134
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,Vermont,50,109
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,New Jersey,34,946
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,New York,36,1688
,Melanoma of the Skin,25010,Female,F,2012,2012,Northeast,CENS-R1,Pennsylvania,42,1336
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Illinois,17,1126
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Indiana,18,585
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Michigan,26,883
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Ohio,39,1098
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Wisconsin,55,678
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Iowa,19,386
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Kansas,20,325
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Minnesota,27,787
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Missouri,29,489
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,Nebraska,31,150
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,North Dakota,38,80
,Melanoma of the Skin,25010,Female,F,2012,2012,Midwest,CENS-R2,South Dakota,46,92
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Delaware,10,130
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,District of Columbia,11,23
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Florida,12,2022
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Georgia,13,1049
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Maryland,24,539
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,North Carolina,37,1069
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,South Carolina,45,513
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Virginia,51,630
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,West Virginia,54,208
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Alabama,1,501
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Kentucky,21,525
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Mississippi,28,208
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Tennessee,47,583
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Arkansas,5,262
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Louisiana,22,301
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Oklahoma,40,301
,Melanoma of the Skin,25010,Female,F,2012,2012,South,CENS-R3,Texas,48,1250
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Arizona,4,498
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Colorado,8,509
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Idaho,16,184
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Montana,30,126
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Nevada,32,174
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,New Mexico,35,140
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Utah,49,335
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Wyoming,56,66
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Alaska,2,48
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,California,6,3277
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Hawaii,15,110
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Oregon,41,559
,Melanoma of the Skin,25010,Female,F,2012,2012,West,CENS-R4,Washington,53,817
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,Connecticut,9,382
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,Maine,23,188
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,Massachusetts,25,669
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,New Hampshire,33,186
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,Rhode Island,44,137
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,Vermont,50,107
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,New Jersey,34,968
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,New York,36,1848
,Melanoma of the Skin,25010,Female,F,2013,2013,Northeast,CENS-R1,Pennsylvania,42,1628
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Illinois,17,1095
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Indiana,18,554
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Michigan,26,955
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Ohio,39,1117
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Wisconsin,55,643
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Iowa,19,410
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Kansas,20,328
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Minnesota,27,745
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Missouri,29,503
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,Nebraska,31,221
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,North Dakota,38,96
,Melanoma of the Skin,25010,Female,F,2013,2013,Midwest,CENS-R2,South Dakota,46,91
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Delaware,10,134
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,District of Columbia,11,27
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Florida,12,2334
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Georgia,13,1006
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Maryland,24,599
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,North Carolina,37,1091
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,South Carolina,45,489
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Virginia,51,759
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,West Virginia,54,190
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Alabama,1,412
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Kentucky,21,521
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Mississippi,28,233
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Tennessee,47,633
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Arkansas,5,261
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Louisiana,22,309
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Oklahoma,40,285
,Melanoma of the Skin,25010,Female,F,2013,2013,South,CENS-R3,Texas,48,1263
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Arizona,4,554
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Colorado,8,503
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Idaho,16,197
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Montana,30,133
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Nevada,32,156
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,New Mexico,35,133
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Utah,49,372
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Wyoming,56,57
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Alaska,2,50
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,California,6,3375
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Hawaii,15,125
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Oregon,41,565
,Melanoma of the Skin,25010,Female,F,2013,2013,West,CENS-R4,Washington,53,870
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,Connecticut,9,408
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,Maine,23,188
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,Massachusetts,25,669
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,New Hampshire,33,250
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,Rhode Island,44,141
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,Vermont,50,108
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,New Jersey,34,937
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,New York,36,1793
,Melanoma of the Skin,25010,Female,F,2014,2014,Northeast,CENS-R1,Pennsylvania,42,1726
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Illinois,17,1157
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Indiana,18,674
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Michigan,26,929
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Ohio,39,1334
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Wisconsin,55,638
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Iowa,19,383
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Kansas,20,349
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Minnesota,27,764
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Missouri,29,514
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,Nebraska,31,234
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,North Dakota,38,67
,Melanoma of the Skin,25010,Female,F,2014,2014,Midwest,CENS-R2,South Dakota,46,114
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Delaware,10,132
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,District of Columbia,11,24
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Florida,12,2400
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Georgia,13,1171
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Maryland,24,571
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,North Carolina,37,1118
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,South Carolina,45,544
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Virginia,51,776
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,West Virginia,54,192
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Alabama,1,422
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Kentucky,21,601
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Mississippi,28,239
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Tennessee,47,601
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Arkansas,5,275
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Louisiana,22,306
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Oklahoma,40,352
,Melanoma of the Skin,25010,Female,F,2014,2014,South,CENS-R3,Texas,48,1262
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Arizona,4,610
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Colorado,8,519
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Idaho,16,208
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Montana,30,154
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Nevada,32,180
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,New Mexico,35,127
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Utah,49,427
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Wyoming,56,63
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Alaska,2,47
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,California,6,3825
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Hawaii,15,142
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Oregon,41,625
,Melanoma of the Skin,25010,Female,F,2014,2014,West,CENS-R4,Washington,53,898
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,Connecticut,9,355
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,Maine,23,237
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,Massachusetts,25,817
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,New Hampshire,33,238
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,Rhode Island,44,134
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,Vermont,50,135
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,New Jersey,34,1025
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,New York,36,1731
,Melanoma of the Skin,25010,Female,F,2015,2015,Northeast,CENS-R1,Pennsylvania,42,1735
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Illinois,17,1312
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Indiana,18,718
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Michigan,26,1056
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Ohio,39,1539
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Wisconsin,55,687
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Iowa,19,437
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Kansas,20,388
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Minnesota,27,879
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Missouri,29,610
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,Nebraska,31,254
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,North Dakota,38,89
,Melanoma of the Skin,25010,Female,F,2015,2015,Midwest,CENS-R2,South Dakota,46,107
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Delaware,10,132
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,District of Columbia,11,24
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Florida,12,2564
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Georgia,13,1227
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Maryland,24,682
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,North Carolina,37,1302
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,South Carolina,45,514
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Virginia,51,731
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,West Virginia,54,192
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Alabama,1,494
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Kentucky,21,584
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Mississippi,28,199
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Tennessee,47,729
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Arkansas,5,298
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Louisiana,22,357
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Oklahoma,40,351
,Melanoma of the Skin,25010,Female,F,2015,2015,South,CENS-R3,Texas,48,1400
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Arizona,4,654
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Colorado,8,553
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Idaho,16,217
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Montana,30,142
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Nevada,32,157
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,New Mexico,35,175
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Utah,49,468
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Wyoming,56,72
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Alaska,2,44
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,California,6,3895
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Hawaii,15,135
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Oregon,41,626
,Melanoma of the Skin,25010,Female,F,2015,2015,West,CENS-R4,Washington,53,937
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,Connecticut,9,377
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,Maine,23,233
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,Massachusetts,25,889
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,New Hampshire,33,229
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,Rhode Island,44,128
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,Vermont,50,132
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,New Jersey,34,952
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,New York,36,1744
,Melanoma of the Skin,25010,Female,F,2016,2016,Northeast,CENS-R1,Pennsylvania,42,1537
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Illinois,17,1432
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Indiana,18,792
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Michigan,26,1048
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Ohio,39,1579
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Wisconsin,55,705
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Iowa,19,470
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Kansas,20,366
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Minnesota,27,903
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Missouri,29,578
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,Nebraska,31,274
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,North Dakota,38,90
,Melanoma of the Skin,25010,Female,F,2016,2016,Midwest,CENS-R2,South Dakota,46,104
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Delaware,10,137
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,District of Columbia,11,28
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Florida,12,2613
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Georgia,13,1166
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Maryland,24,691
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,North Carolina,37,1226
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,South Carolina,45,608
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Virginia,51,721
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,West Virginia,54,194
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Alabama,1,549
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Kentucky,21,642
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Mississippi,28,249
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Tennessee,47,593
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Arkansas,5,303
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Louisiana,22,340
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Oklahoma,40,413
,Melanoma of the Skin,25010,Female,F,2016,2016,South,CENS-R3,Texas,48,1402
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Arizona,4,878
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Colorado,8,554
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Idaho,16,239
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Montana,30,147
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Nevada,32,247
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,New Mexico,35,177
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Utah,49,476
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Wyoming,56,52
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Alaska,2,41
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,California,6,3818
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Hawaii,15,166
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Oregon,41,520
,Melanoma of the Skin,25010,Female,F,2016,2016,West,CENS-R4,Washington,53,894
,Melanoma of the Skin,25010,Female,F,2017,2017,Northeast,CENS-R1,Connecticut,9,373
,Melanoma of the Skin,25010,Female,F,2017,2017,Northeast,CENS-R1,Maine,23,218
